score,SentiStrength-posScore,SentiStrength-negScore,mpqa-posCount,mpqa-negCount,BingLiu-posCount,BingLiu-negCount,AFINN-posScore,AFINN-negScore,S140-posScore,S140-negScore,NRC-Hash-Sent-posScore,NRC-Hash-Sent-negScore,NRC-10-anger,NRC-10-anticipation,NRC-10-disgust,NRC-10-fear,NRC-10-joy,NRC-10-sadness,NRC-10-surprise,NRC-10-trust,NRC-10-negative,NRC-10-positive,NRC-10-Expanded-anger,NRC-10-Expanded-anticipation,NRC-10-Expanded-disgust,NRC-10-Expanded-fear,NRC-10-Expanded-joy,NRC-10-Expanded-sadness,NRC-10-Expanded-surprise,NRC-10-Expanded-trust,NRC-10-Expanded-negative,NRC-10-Expanded-positive,NRC-Hash-Emo-anger,NRC-Hash-Emo-anticipation,NRC-Hash-Emo-disgust,NRC-Hash-Emo-fear,NRC-Hash-Emo-joy,NRC-Hash-Emo-sadness,NRC-Hash-Emo-surprise,NRC-Hash-Emo-trust,SentiWordnet-posScore,SentiWordnet-negScore,Emoticons-posScore,Emoticons-negScore,Negation-negationCount
0.625,1,-4,0,1,1,1,0,-4,1.864,-2.965,1.529,-3.668,2,0,0,1,0,0,0,1,2,0,0.834364,0.567506,0.831436,0.852656,0.332556,0.496301,0.342806,0.461846,3.544841,1.534217,2.326324,1.100936,1.25372,0.138246,0.365063,0,0.112336,0.384297,0.595572,-1.033482,0,0,1
0.571,3,-4,1,2,0,2,0,-3,0.637,-2.881,0.987,-4.145,1,0,1,0,1,1,0,0,2,1,0.317689,0.288114,0.312445,0.271256,0.382317,0.115297,0.237691,0.35721,1.181236,1.021613,1.278945,0.026273,0.874884,0.146213,0.155255,1.717318,0.00592,0,0.915774,-0.485417,0,0,0
0.625,1,-3,1,5,0,3,0,-14,2.131,-8.512,1.155,-9.753,2,0,1,1,0,3,0,0,5,0,1.980224,0.904573,1.701679,2.452498,0.444997,1.560502,0.600518,1.232826,7.104067,1.997566,2.211398,2.46221,2.882373,0.56548,0,1.821317,0.869521,0.891196,1.511071,-4.243844,0,0,2
0.625,1,-4,0,1,0,2,0,-5,0.474,-3.989,0.647,-2.817,2,0,2,1,0,1,0,0,2,0,0.236655,0.237016,0.314292,0.357123,0.3323,0.247333,0.139787,0.436517,0.937536,0.733977,2.789669,0.040254,1.096142,0,0,0.570579,0,0.506882,0,-0.53125,0,0,0
0.625,1,-4,1,1,0,1,0,-2,2.929,-2.67,1.003,-4.207,1,0,0,0,0,0,2,0,1,2,0.772868,0.505991,0.54992,0.813555,0.232327,0.463132,0.279699,0.42367,3.219805,1.055091,2.077807,0.976156,0.520337,0.006043,0.641634,0.227419,0.167011,0,0,-0.847917,0,0,0
0.625,1,-3,0,0,0,1,0,0,2.368,-4.934,0.993,-8.068,0,0,0,0,0,0,0,2,0,1,1.535125,0.782551,1.525735,1.373259,0.548844,0.782544,0.585765,0.847231,5.487841,2.118501,2.458118,3.290622,1.862094,0.624762,0.288968,0.024296,0.629584,0.151293,0.426029,-0.166667,0,0,0
0.625,1,-4,0,0,0,0,0,0,0,-3.398,0.469,-3.031,0,0,0,0,0,0,0,0,0,0,0.374297,0.272565,0.126053,0.213309,0.173185,0.161972,0.234145,0.417812,1.010093,0.503111,1.853168,0.036017,0.255546,0.951817,0.215013,0.446697,0.329741,0,0.145833,-1.122917,0,0,1
0.625,1,-5,0,0,0,0,0,-2,0.449,-1.491,0.208,-1.061,1,0,0,0,0,0,0,0,1,0,0.11716,0.167767,0.063752,0.065332,0.266305,0.023077,0.113455,0.158431,0.308566,0.566791,1.199899,0,0,0,0,0,0,0,0,0,0,0,0
0.625,1,-4,0,1,0,1,1,0,0.504,-0.9,3.646,-8.182,0,0,0,0,0,0,1,1,0,1,0.964768,0.694531,0.970222,0.925491,0.599665,0.367774,0.323034,0.534992,3.634037,1.481237,3.145793,0.41397,1.249491,0.270532,1.341997,0.020642,1.281392,0.637857,0.354167,-0.247329,0,0,0
0.625,3,-1,0,1,0,1,4,0,3.715,-1.678,2.067,-4.541,0,1,0,0,0,0,0,0,0,0,0.755374,0.812815,0.898081,0.739584,0.733133,0.289007,0.53227,0.773909,3.043888,2.194081,2.294374,0.579435,0.955592,0.053112,0.339622,0.123013,0.922026,0.134473,0.711062,-0.125,0,0,0
0.625,2,-3,2,1,1,1,2,-2,2.399,-2.368,1.274,-9.403,1,0,0,1,0,0,0,1,1,2,1.45218,0.607347,1.327251,1.382224,0.469931,0.790675,0.514378,0.967915,4.896905,2.015341,2.825921,0.33979,2.254768,0.38866,1.179022,0.160961,0.531348,0.207212,1.370833,-0.6625,0,0,0
0.604,2,-3,0,2,0,1,1,-2,3.614,-4.187,2.097,-7.169,1,1,0,0,1,0,1,1,0,3,1.708873,0.807272,1.201072,1.032914,0.82744,0.687231,0.453415,1.000398,4.877683,2.34769,1.86499,0.852858,1.813778,0.199927,0.110504,0.288509,1.020907,0.453436,0.555556,-1.100153,0,0,1
0.604,2,-4,1,3,1,2,0,-4,5.434,-3.648,2.379,-7.029,1,1,0,0,1,0,1,1,2,1,1.009961,0.671596,0.841138,0.805071,0.535146,0.555231,0.312272,0.939527,4.089363,2.033335,1.815166,0.887551,2.38375,0.447876,1.570447,0.268481,0.05688,0.166457,0.572917,-0.9375,0,0,1
0.604,2,-4,1,3,0,5,2,-8,1.901,-6.677,3.563,-8.02,1,3,0,4,1,2,0,1,6,4,1.359373,1.055186,1.215903,1.376628,0.544047,0.79579,0.457789,0.728527,5.88038,2.151305,3.65749,0.324352,1.164971,2.16245,2.373088,1.754496,0.173817,0.694007,1.336364,-2.622917,0,0,0
0.604,3,-3,1,3,1,2,3,-7,1.642,-6.735,1.901,-7.537,1,0,1,1,1,2,0,0,2,1,2.347543,0.857209,1.536199,1.64973,0.539316,1.23364,0.571749,0.57487,7.754893,1.640422,3.322058,0.534263,1.285244,0,0.910411,0.259981,0.688393,0.558297,3.940476,-2.096042,0,0,0
0.479,2,-3,1,0,0,0,0,-2,0.757,-2.155,0.208,-6.762,2,0,0,0,0,1,0,0,1,1,0.327207,0.297145,0.180537,0.229812,0.262096,0.186005,0.151143,0.179227,1.208995,0.627413,1.514797,0.584726,2.325272,0.095761,0,1.061598,0.22156,0.708126,0.663673,-0.333333,0,0,1
0.468,2,-4,1,2,1,2,6,-7,2.164,-7.791,2.406,-6.875,3,0,2,3,0,2,1,0,3,0,1.674207,0.611143,1.749315,1.619126,0.533009,0.911158,0.527455,0.68251,6.410883,1.712457,0.951411,1.05574,1.936772,1.266877,0.412892,1.777778,0.103403,0,0.920833,-1.766865,0,0,2
0.604,1,-3,0,1,0,1,0,0,1.269,-3.579,0.708,-4.165,1,0,0,0,0,0,0,1,1,2,0.854234,0.720785,0.459564,0.713263,0.461397,0.532313,0.60059,1.004603,3.19262,1.72303,1.785863,0.41448,0.090517,0.901603,0.612751,0,0.116535,0.00966,0.729167,-1.468155,0,0,2
0.604,1,-2,0,2,0,3,0,-1,0.51,-3.585,1.511,-2.12,0,0,0,0,0,1,0,0,2,0,0.903716,0.7651,0.456526,0.613018,0.380999,0.217652,0.341864,0.664329,2.392891,1.606059,1.599813,0.816092,1.398223,0.349596,0,0,0.948314,0.158648,0.795915,-1.025298,0,0,0
0.604,1,-2,3,2,0,2,0,-4,1.602,-7.195,0.939,-4.437,3,0,1,2,0,1,0,0,3,2,1.148315,0.664452,1.288525,1.207628,0.423047,0.90868,0.39268,0.770419,5.071038,1.932696,0.664447,0.550853,0.823709,0.092938,0,0.969451,0.870417,0.243045,0.394281,-2.634663,0,0,2
0.604,1,-4,0,1,0,2,0,-3,0.258,-2.325,0,-2.933,1,0,0,0,0,0,0,0,1,0,0.44019,0.258,0.224489,0.381539,0.143442,0.376126,0.308562,0.258619,2.217976,0.536097,1.448981,0,0.20175,0.098062,0,0,0,0.501205,0.542614,-0.59375,0,0,0
0.604,1,-3,1,0,0,0,0,-2,0,-0.657,0,-2.102,1,0,0,0,0,1,0,0,1,0,0.295636,0.098786,0.138285,0.174898,0.122255,0.247939,0.107949,0.22404,1.029229,0.460703,0.13104,0,1.05665,0,0,0.357364,0.093628,0.708126,0.3125,-0.125,0,0,0
0.604,1,-3,0,1,0,1,0,-3,0.643,-2.942,1.31,-4.917,0,0,0,0,0,0,0,0,0,0,0.694395,0.298562,0.987753,0.835835,0.217154,0.698196,0.164494,0.446042,2.219039,0.945638,1.529265,1.153747,1.318914,0.164276,0,0.634502,0.525473,0,0.06875,-1.510417,0,0,0
0.604,1,-5,0,0,0,1,0,0,0.368,-1.827,0.677,-0.109,0,0,0,0,0,0,0,1,0,0,0.252739,0.263559,0.281171,0.287756,0.176295,0.111188,0.126176,0.272362,1.042027,0.661057,0.366696,0,0.536407,0.223373,0.098145,0,0.781274,0,0,-0.235119,0,0,0
0.604,2,-2,2,0,2,0,6,0,4.998,-1.392,2.689,-5.077,0,2,0,0,2,0,0,2,0,2,0.74823,0.790607,0.351653,0.57043,0.784288,0.43996,0.567055,0.945555,2.396489,1.347955,1.514726,0.158037,0.772104,0.156123,3.513756,0.554215,0.289289,0,1.718651,-0.4375,0,0,1
0.604,1,-1,2,0,0,0,0,0,0.805,-3.306,2.288,-3.629,0,0,0,1,0,0,0,0,0,1,0.891329,0.933634,0.624189,0.742436,0.63568,0.3722,0.470303,1.008263,3.064306,2.288007,1.173168,0.38397,1.72753,0.394687,0.106767,0.00834,0.091025,0,1.50028,-0.410417,0,0,1
0.596,1,-3,1,2,0,1,2,-5,1.478,-6.33,2.451,-9.214,1,0,1,0,0,0,0,0,2,1,0.990418,0.82516,0.806795,0.931086,0.505773,0.910433,0.383028,0.992691,3.866058,2.008178,3.041092,1.635614,3.185143,0.546717,0.485462,0.379918,0.403381,0.872571,0.500197,-0.802083,0,0,1
0.604,1,-4,0,2,0,1,0,-2,4.147,-4.614,2.897,-4.915,1,1,0,0,0,0,0,0,1,0,1.212822,0.775783,0.608054,0.957133,0.590596,0.913893,0.585724,1.169885,3.533863,1.97573,4.184456,0.450207,1.619054,0.038742,1.639447,0,0.27312,0.537365,0.725136,-0.651389,0,0,1
0.604,2,-5,1,1,0,2,2,0,1.178,-0.784,1.52,-2.11,1,0,1,1,0,0,0,0,2,0,0.486194,0.379021,0.514032,0.504163,0.388723,0.20827,0.21832,0.588426,2.051859,1.542941,1.422502,0.466383,0.861223,0.083114,0.061773,0,0.05096,0.047098,1.204167,-0.364583,0,0,0
0.527,2,-3,0,1,0,1,3,-3,1.018,-1.247,0,-2.141,0,0,0,0,0,0,0,0,0,0,0.902422,0.31958,0.658241,0.590859,0.267845,0.493122,0.206819,0.385793,2.411749,0.649883,1.405337,0.151824,0.841694,0,0,0,0.350099,0,0.3125,0,0,0,0
0.604,2,-3,2,1,1,1,2,0,2.979,-2.427,2.509,-2.271,1,0,1,0,0,1,0,1,1,1,0.958475,0.883256,0.936708,1.009137,0.644463,0.361283,0.483655,1.079342,3.706434,2.396935,1.403086,1.112384,0.337431,1.434445,0.127754,0,0.203592,0.425633,0.897917,-1.377137,0,0,0
0.604,1,-4,0,2,0,2,0,-2,1.647,-3.646,0.546,-7.369,0,0,0,0,0,1,0,0,1,0,0.521519,0.308073,0.257907,0.381374,0.284031,0.248393,0.184125,0.539212,1.701452,0.955748,0.826267,0,0.226759,0,0.091671,2.006984,0.363716,0.166457,0.338011,-0.385417,0,0,1
0.447,1,-4,1,2,0,1,0,-2,1.458,-2.691,0.034,-6.609,0,0,0,0,0,0,0,0,0,0,1.221803,0.650786,0.771584,0.939925,0.485992,0.794278,0.547554,0.744901,3.691587,1.35756,3.777219,0.119991,0.39845,0.167837,0,0.182425,1.422075,1.269202,0.160417,-1.403119,0,0,0
0.583,1,-1,0,1,0,1,0,-3,0,-2.229,0.446,-0.397,1,0,1,1,0,1,0,0,1,0,0.058363,0.018664,0.018258,0.021801,0.009195,0.035509,0.010285,0.031969,0.171129,0.049135,1.687109,0,0.026605,0.09468,0,0,0,0,0,-0.291667,0,0,0
0.583,2,-1,0,0,0,0,0,-1,1.65,-4.878,2.606,-3.489,0,0,0,0,0,0,0,0,0,1,0.985514,0.895217,0.929278,0.93683,0.84602,0.751365,0.458974,1.141774,4.35144,2.771723,3.023838,1.446825,1.298998,0.152796,0.193005,0.982418,1.275699,1.121667,1.148512,-1.120833,0,0,1
0.583,2,-1,3,0,2,0,3,0,5.024,-3.653,2,-3.516,0,1,0,0,1,0,0,1,0,2,0.980699,1.310262,0.777065,0.79439,1.413865,0.483183,0.730075,1.190472,3.26724,3.433222,1.630121,1.026657,0.176888,1.296208,0.857999,0.078851,0.864461,1.217671,0.933469,-0.607961,0,0,2
0.583,2,-4,5,2,3,4,6,-8,4.635,-1.143,2.595,-12.107,2,1,2,2,0,2,0,0,2,0,2.0265,0.590587,2.310876,2.083656,0.745101,0.78149,0.425309,1.016437,6.376626,1.651177,0.614537,0,3.40917,0,0.733142,0.320492,0.540791,0.245725,3.725809,-0.76875,0,0,0
0.583,2,-4,1,1,1,1,2,-3,3.046,-3.878,1.755,-5.004,1,0,1,0,0,0,0,0,1,0,1.400369,1.069495,1.527576,1.435734,0.884073,0.849032,0.657444,1.120981,5.770517,2.679689,1.576609,0.764069,2.09006,0.084795,0.761982,0.407202,1.494092,0.176117,1.531845,-0.46875,0,0,0
0.583,1,-1,0,1,0,0,0,0,0.553,-1.388,0.453,-1.905,1,0,0,2,0,2,1,1,2,1,0.522711,0.283825,0.330384,0.382783,0.279073,0.216096,0.28638,0.36913,1.86457,0.865322,0.513625,1.399454,1.696192,2.682646,0,0,0.143182,0.177092,0.4375,-1.455033,0,0,0
0.629,1,-3,0,0,0,1,0,-2,3.553,-0.542,2.215,-9.259,1,1,1,1,1,1,0,1,1,1,0.756346,0.747017,0.346194,0.474549,0.668239,0.248542,0.524394,0.886133,2.322582,2.258941,0.521347,2.418607,1.840741,0.330714,0,0,0.668134,0.346809,0.75,-0.125,0,0,0
0.583,1,-4,1,1,1,2,2,-2,1.275,-1.604,1.306,-4.313,0,0,0,0,0,0,0,0,0,1,0.707793,0.550878,0.525324,0.611943,0.416387,0.323516,0.411209,0.738311,2.504522,1.503563,1.491077,1.839287,0.156704,0.8715,0.198238,0,0.841642,0.00966,0.520833,-0.2625,0,0,0
0.583,1,-1,0,0,0,1,0,0,3.173,-3.8,1.857,-10.31,1,2,2,1,1,1,0,1,1,2,1.434925,0.655308,1.617026,1.209713,0.660532,0.702337,0.433358,0.806623,5.436203,2.036652,0.835355,0.245479,3.11993,0.068079,0.518024,0.505784,0.56092,0.096614,0.50625,-2.197917,0,0,0
0.583,1,-4,2,4,1,5,2,-10,1.497,-7.469,0.976,-8.197,5,0,3,3,0,2,1,0,6,0,0.979384,0.596105,1.327723,1.184877,0.48592,0.537905,0.422622,0.941395,3.750039,1.929144,2.835466,0.136259,3.920272,0.795259,0.0398,0.443886,0.040621,0.37807,2.003274,-1.126357,0,0,0
0.583,1,-2,1,0,0,1,0,-4,0.288,-2.425,0.951,-2.436,1,0,1,0,0,0,0,0,1,0,0.433959,0.245756,0.341671,0.346057,0.173067,0.319374,0.188429,0.304337,2.053986,0.628258,1.168153,0,0.40977,0,0,0,0.87911,0,1.010764,-0.754167,0,0,0
0.583,1,-3,0,1,0,1,0,-3,1.941,-1.987,1.992,-11.983,0,0,0,0,0,0,0,0,0,0,1.581385,0.623248,1.446814,1.516344,0.367156,1.229885,0.373357,0.803339,4.585119,1.60564,1.994128,0.428954,3.64708,0.889483,0.151416,0.788478,0.291005,0.978754,0.424375,-0.666667,0,0,0
0.583,2,-2,3,2,1,2,4,-2,1.362,-5.163,3.167,-3.773,1,0,1,1,1,0,0,1,2,1,2.318508,0.716573,1.913321,1.890186,0.508989,1.44271,0.647752,1.038111,6.66659,1.758263,1.232893,0.01725,2.918839,0,1.602693,0.367579,0.29725,1.302976,2.715802,-2.09256,0,0,0
0.583,1,-4,1,0,0,0,0,0,2.749,-4.152,1.901,-6.834,0,1,0,1,0,0,0,0,0,0,1.146959,1.015012,0.936074,1.162021,0.916865,0.893677,1.089624,0.856034,4.462175,1.847191,1.828745,0.602756,1.360503,0.11049,0.60048,0.711061,1.737933,1.322194,0.707292,-0.614583,0,0,1
0.583,2,-4,2,0,1,0,0,0,1.598,-1.605,0.141,-13.795,0,1,0,0,0,0,0,1,0,1,0.702023,0.468812,0.559738,0.732905,0.329716,0.365464,0.541773,0.632616,2.518228,1.109887,2.213064,1.238799,0.779791,1.35384,0.038466,0.161094,0.429364,1.555112,1.541567,-0.36875,0,0,0
0.583,4,-2,4,1,3,1,8,-2,4.728,-2.983,3.763,-4.297,1,1,0,1,1,0,1,0,1,1,1.294757,1.180977,1.436142,1.354575,1.422277,0.91757,0.619951,1.523151,4.829647,3.292689,0.847802,0.674262,1.171097,0.809487,1.003447,0.52063,0.673467,2.182025,2.85441,-0.854167,0,0,1
0.583,2,-1,0,0,1,0,0,0,1.724,-5.038,1.442,-4.33,0,0,0,0,0,1,1,0,1,0,0.934876,0.565062,0.789807,0.894973,0.493659,0.724769,0.362818,0.512203,4.159874,1.654597,1.329795,0.438405,0.188668,0.111052,0.137963,0,1.485675,0,0.341246,-1.00625,0,0,2
0.583,3,-4,1,2,1,1,3,-2,3.28,-2.855,2.221,-8.45,1,1,1,2,1,2,2,0,3,1,1.116667,1.16576,1.111222,1.145923,0.917167,0.663379,0.789041,1.255348,4.485048,3.349758,2.149982,2.07938,0.252526,1.131967,1.432485,0.130698,0,1.517106,0.356384,-1.119048,0,0,1
0.583,1,-2,3,2,1,2,1,-8,2.638,-3.222,1.316,-3.591,2,0,2,1,0,1,0,0,2,0,1.079703,0.656635,0.889242,1.565473,0.420847,0.860047,0.472771,0.457113,3.925754,1.067147,2.129396,0.231096,1.24202,0.946549,0.75847,0.00834,0.500439,0,0.160417,-2.335408,2,0,1
0.583,1,-2,1,1,0,1,0,-2,0.032,-1.51,0.389,-0.86,0,0,0,0,0,0,0,0,0,0,0.421749,0.223317,0.532864,0.320697,0.165238,0.731843,0.179034,0.16166,1.682571,0.439869,0.187826,0,0.330331,0.056755,0.262799,0.402557,0.238379,0.510595,1.103274,-0.916071,0,0,0
0.5,1,-3,1,4,0,3,0,-7,1.019,-3.767,0.753,-6.348,2,1,1,1,1,2,0,1,3,1,1.112422,0.665815,1.231584,1.507943,0.460443,0.581028,0.585033,0.867022,4.540736,1.8014,1.240209,1.652145,2.878503,0.871924,0.604308,0.513971,0.166848,0.73624,0.384028,-1.557609,0,0,0
0.583,1,-4,1,0,0,0,0,0,2.524,-0.221,2.274,-4.302,0,1,0,0,0,0,0,1,0,0,0.343969,0.443384,0.259308,0.267899,0.429196,0.125602,0.280195,0.611357,1.253722,1.787654,1.44867,1.100176,0.595569,0.053112,1.974242,0.062197,0.593288,0.05007,0.30231,-0.25,0,0,0
0.583,1,-1,0,1,0,0,0,-1,1.003,-5.38,5.09,-1.958,0,0,0,0,0,0,0,0,0,1,0.949051,0.845119,0.717328,0.841239,0.481769,0.529632,0.304612,0.647831,3.362353,1.761032,0.980676,0.569721,1.171781,0.55915,2.024493,0.128485,0.064646,0.183602,0.954621,-1.266629,0,0,0
0.583,2,-4,0,0,0,0,1,0,0.927,-5.365,0.969,-0.62,0,1,0,1,1,0,0,1,0,1,0.649285,0.186154,0.761084,0.317602,0.133441,0.456253,0.158791,0.082257,1.510123,0.296364,1.351017,0.967016,0,0,0.656746,0,0.273888,0.68451,0.03125,0,0,0,0
0.583,1,-1,1,0,0,0,0,0,2.749,-4.152,1.901,-4.317,0,1,0,1,0,0,0,0,0,0,1.146959,1.015012,0.936074,1.162021,0.916865,0.893677,1.089624,0.856034,4.462175,1.847191,0.552981,0.602756,1.360503,0.11049,0.60048,0.711061,1.737933,1.322194,0.707292,-0.614583,0,0,1
0.583,1,-1,0,2,0,2,0,-4,2.963,-2.449,1.717,-10.039,0,0,0,0,0,0,0,0,0,0,1.95812,0.647951,1.482004,1.60857,0.443076,1.219911,0.381229,0.773203,4.888339,1.852975,0.594961,1.989545,2.432176,0,0,0,0.827906,1.132144,0.131155,-0.025,0,0,0
0.583,1,-2,0,0,0,0,0,0,1.857,-1.116,3.462,-2.981,0,0,0,0,0,0,0,0,0,1,0.55486,0.410464,0.25533,0.423431,0.441979,0.21673,0.265534,0.758126,1.806172,1.568572,1.052565,0.733401,1.445169,0,0.473559,0.171356,1.363045,0.032616,0.441369,-0.125,0,0,0
0.583,2,-2,2,0,0,0,2,0,1.752,-3.6,2.847,-6.929,1,1,0,0,0,0,1,0,1,0,1.271918,0.97153,0.76931,0.986733,0.95546,0.705426,0.568921,1.398573,3.983634,2.860317,1.777813,2.57559,1.967255,0.489219,1.962934,0.016074,0.123811,0.205119,0.728968,-1.100801,0,0,1
0.583,1,-3,1,2,0,2,0,-4,0.486,-4.522,0.774,-2.398,1,0,1,0,0,0,0,0,2,0,0.625081,0.266491,0.265829,0.448224,0.182249,0.572882,0.242653,0.263549,2.090097,0.474568,1.367834,0,1.152929,0.428458,0.0088,0.598544,0.124276,0,0.915774,-1.0875,0,0,0
0.583,1,-4,0,0,0,0,0,-2,0,-1.585,0.015,-1.314,1,0,0,0,0,0,0,0,1,0,0.151522,0.172368,0.051432,0.098663,0.173792,0.076291,0.155697,0.244606,0.484065,0.538375,1.451159,0,0,0.031683,0,0,0.071559,0.00966,0.0625,0,0,0,0
0.562,2,-3,0,0,1,0,1,0,1.647,-0.523,0.266,-1.589,0,0,0,0,0,0,0,0,0,1,0.285238,0.238246,0.089085,0.154166,0.256106,0.063992,0.194838,0.344406,0.762676,0.806499,1.915036,0.035355,0.190261,0,0,0,0.129637,0.623672,0.38244,-0.1875,0,0,0
0.562,2,-4,0,2,2,3,4,-9,5.129,-8.354,3.147,-7.319,4,0,0,1,0,1,0,0,4,0,2.268153,1.121134,1.964455,1.953286,0.835485,1.751147,0.85889,2.121889,9.165402,3.602533,2.898935,0,1.138418,0.04625,1.385571,1.255928,1.9645,2.570346,1.631962,-3.070804,0,0,0
0.562,1,-2,2,1,1,1,0,-2,1.738,-8.154,0.687,-10.607,0,0,0,1,0,0,0,1,0,1,1.355168,0.880002,1.306438,1.658024,0.415865,1.062854,0.528289,0.587728,4.286913,1.456107,0,3.710548,3.209064,1.493687,0.072619,1.565703,0.133283,0.529226,1.145833,-0.1875,0,0,0
0.562,1,-2,0,1,0,1,0,-2,0,-1.674,0,-4.608,0,0,0,0,0,0,0,0,0,0,0.718505,0.157019,0.717139,0.426421,0.095818,0.861275,0.098779,0.10284,2.34444,0.18652,0.705564,0,1.104703,0,0.069794,1.164019,0,0.510595,0,-0.749405,0,0,0
0.562,1,-5,0,0,0,0,0,-2,1.174,-1.997,1.618,-1.163,1,1,0,0,1,0,0,0,1,1,0.32943,0.392497,0.298312,0.29274,0.346398,0.118914,0.156036,0.289523,1.191552,1.06001,1.26947,0.563358,0,0.373614,0.854496,0.17728,0.114211,0,0.275095,-0.03125,0,0,0
0.598,2,-4,1,1,0,1,1,-2,2.139,-2.738,2.687,-3.474,1,0,0,0,0,0,0,1,1,0,0.982309,0.545316,1.180866,1.074551,0.392006,0.359754,0.303369,0.576385,3.793137,1.674379,2.403486,1.39564,1.631239,0.387753,0.124434,1.39387,0.801857,0.220712,1.040533,-1.517812,0,0,0
0.562,2,-4,2,3,2,2,2,-5,3.337,-3.888,1.457,-6.52,2,1,2,1,0,1,2,0,2,0,1.30523,0.825851,1.487604,1.404028,0.61723,0.447748,0.483092,1.052811,4.42844,2.557841,3.123231,1.084132,1.77603,0.682726,0.030706,0.085663,0.645349,0.524383,1.443371,-2.25625,0,0,0
0.562,2,-3,1,1,1,1,2,-2,1.826,-0.735,0.271,-3.473,0,0,0,0,0,0,0,1,0,0,0.807092,0.329529,0.683192,0.91561,0.315288,0.597312,0.270063,0.527714,2.741626,1.032222,0.981793,0,0.389218,0.050349,0,0,0,0.30093,0.76875,-0.1875,0,0,0
0.562,1,-4,0,2,0,3,0,-6,1.754,-6.089,1.436,-5.836,1,0,1,0,0,1,0,0,2,0,2.001227,0.958047,1.383615,2.305605,0.937769,1.927129,0.490538,1.257822,5.285862,2.850087,1.248758,0.94932,3.50662,0.456342,0.211445,1.772708,0.136063,0,0,-1.40188,0,0,0
0.562,3,-1,1,3,2,1,2,-3,4.425,-3.553,1.604,-3.054,2,1,2,1,1,1,0,1,3,1,0.921654,0.700247,0.282857,0.642548,0.837298,0.276601,0.359234,0.854645,2.372906,1.826074,0.094846,1.045358,0.263382,2.511809,0.209433,0.346635,0.360707,2.271663,1.784524,-0.416667,0,0,0
0.562,1,-4,0,2,0,2,0,0,4.016,-2.155,0.8,-5.819,1,0,2,2,0,0,0,0,3,0,0.697293,0.634513,0.510902,0.660682,0.691246,0.564574,0.291166,0.634901,2.900694,1.676751,2.47739,0,2.325585,0,0.055856,0.369288,0.56082,0.134473,0.004167,-0.920833,0,0,1
0.562,2,-2,5,1,3,1,6,-1,2.423,-7.147,3.251,-8.692,0,1,0,0,0,0,0,0,0,0,2.278472,1.138669,2.298422,2.170343,0.764107,1.71535,0.673065,0.944845,9.341283,2.583367,2.04609,0.460797,1.958552,0.359872,0.739506,0.690458,0.340947,0.34706,3.137429,-1.3125,0,0,0
0.562,1,-1,0,1,0,1,1,0,1.167,-2.309,1.761,-2.356,1,0,1,1,0,1,1,2,1,2,1.503957,0.59324,1.30179,1.534951,0.419608,0.73358,0.453742,0.914821,4.07769,1.548641,0.468373,1.183202,0.763692,0.429527,0.538273,0,1.228257,1.204136,0.308387,-0.733333,0,0,1
0.562,1,-1,1,1,1,1,0,-3,0,-1.141,0.129,-0.273,1,0,1,1,0,1,0,0,1,0,0.149165,0.08313,0.054572,0.136906,0.093347,0.048638,0.083893,0.15549,0.530857,0.347123,0.944965,0,0.026605,0,0,0,0,0,0.948345,-0.291667,0,0,0
0.519,1,-3,0,0,0,0,0,-2,0,-2.011,0.788,-2.095,1,0,0,0,0,1,0,0,1,0,0.258364,0.474621,0.12851,0.163389,0.330601,0.195144,0.272238,0.390803,1.264284,0.820412,0.151192,0.179352,0.719753,0.051236,0.082539,0.357364,1.228208,0.708126,0.287636,-0.25,0,0,0
0.562,2,-3,1,1,1,0,5,0,5.665,-1.343,1.772,-4.704,0,0,0,0,1,0,1,0,0,1,0.878028,0.908177,0.930999,0.952538,1.05553,0.514541,0.524074,1.211349,3.341078,2.722212,0.504155,0.8959,1.087505,0.277421,1.133085,0,0.29981,0.537068,1.341667,-0.208333,0,0,0
0.562,1,-3,1,2,0,2,1,-3,1.469,-4.593,1.789,-4.757,1,0,1,0,0,0,0,0,1,1,0.638529,0.275983,0.672365,0.596872,0.224966,0.280221,0.192655,0.464683,2.827306,1.02424,1.474313,0.342534,1.436075,1.161963,0.441886,0.636805,0.945962,2.54843,0.25,-0.65625,0,0,0
0.562,1,-1,0,1,0,1,0,-1,1.108,-1.932,2.989,-1.578,0,0,0,0,0,1,1,0,2,0,0.383258,0.359291,0.226151,0.255113,0.291235,0.130441,0.207591,0.432435,1.412127,0.84092,1.65231,0.217158,0.733398,0.208558,0.661037,0,0.426716,0.102063,0.187111,-1.057813,0,0,0
0.562,1,-3,0,1,0,0,0,0,1.646,-2.667,0.975,-1.989,0,0,0,0,0,0,0,0,0,0,0.268365,0.318527,0.252758,0.249907,0.220341,0.121553,0.195894,0.383336,1.398329,0.905083,0.098279,2.039265,0,0,0,0,1.695597,0,0.816803,-0.041667,0,0,0
0.562,1,-3,0,3,0,3,1,-2,3.704,-4.228,1.768,-10.44,1,3,1,1,1,1,1,1,1,2,2.600245,0.808647,1.35364,2.619202,0.315471,1.330201,0.499059,0.792823,5.660212,1.803715,0.011872,0.493686,1.722128,4.542457,1.82301,0.277302,0.447442,2.265117,0.514881,-0.841667,0,0,0
