mpqa-posCount,mpqa-negCount,BingLiu-posCount,BingLiu-negCount,AFINN-posScore,AFINN-negScore,S140-posScore,S140-negScore,NRC-Hash-Sent-posScore,NRC-Hash-Sent-negScore,NRC-10-anger,NRC-10-anticipation,NRC-10-disgust,NRC-10-fear,NRC-10-joy,NRC-10-sadness,NRC-10-surprise,NRC-10-trust,NRC-10-negative,NRC-10-positive,NRC-10-Expanded-anger,NRC-10-Expanded-anticipation,NRC-10-Expanded-disgust,NRC-10-Expanded-fear,NRC-10-Expanded-joy,NRC-10-Expanded-sadness,NRC-10-Expanded-surprise,NRC-10-Expanded-trust,NRC-10-Expanded-negative,NRC-10-Expanded-positive,NRC-Hash-Emo-anger,NRC-Hash-Emo-anticipation,NRC-Hash-Emo-disgust,NRC-Hash-Emo-fear,NRC-Hash-Emo-joy,NRC-Hash-Emo-sadness,NRC-Hash-Emo-surprise,NRC-Hash-Emo-trust,SentiWordnet-posScore,SentiWordnet-negScore,Emoticons-posScore,Emoticons-negScore,Negation-negationCount,score
0,1,0,1,0,0,0.78,-2.363,1.948,-0.092,0,0,0,0,0,0,0,0,0,0,0.956008,0.692971,0.406911,0.763179,0.194613,0.831024,0.199715,0.320887,1.645482,0.720816,0.219129,0.638629,0,1.296888,0.704823,0.040682,0.141517,0,0.070833,-0.520833,0,0,0,0.646
0,4,0,4,0,-8,2.539,-5.573,2.751,-9.353,0,0,1,2,0,1,0,0,3,0,1.335204,0.821153,1.189118,0.847002,0.501216,1.060777,0.618868,0.714301,4.337533,1.617313,1.242342,0.136407,0.660333,1.201357,0.058071,1.12938,1.034556,0.302585,0.297142,-1.760417,0,0,0,0.646
0,0,0,0,0,-2,0.848,-5.002,0.574,-2.665,0,1,0,0,1,1,0,1,1,1,0.597306,0.483442,0.419871,0.434711,0.304173,0.339811,0.269823,0.417955,2.614611,0.966086,0.074571,0.668043,0.722968,0.582269,0,0,0.935175,0,0.266803,-0.166667,0,0,0,0.646
1,0,1,0,3,0,1.408,-4.999,2.02,-5.76,0,0,0,0,0,0,0,0,0,0,0.538461,0.539186,0.577585,0.337565,0.922734,0.636723,0.28963,0.523527,1.309601,1.286476,0.063039,1.193054,0.028471,0.051236,0.919004,2.21694,0.379507,0,0.45625,0,0,0,0,0.646
3,3,2,3,2,-8,2.508,-11.758,3.209,-9.874,0,2,2,0,2,0,0,2,2,2,1.71216,0.832826,1.257251,1.144507,0.830474,1.235406,0.613895,1.19843,5.527311,1.712569,0.784682,0.240074,2.357425,1.930142,0.451218,3.685442,2.55476,0.149111,0.491567,-1.991667,0,0,0,0.64
0,3,0,2,0,-4,0.579,-9.162,2.121,-6.69,1,1,2,1,0,2,0,0,2,0,1.695077,1.216684,1.121883,1.43357,0.734449,0.949879,0.809026,1.503472,5.746245,2.39826,0.994706,0.389902,2.773005,1.181151,0.019236,1.214251,1.853604,0.204221,0.631583,-2.603774,0,0,0,0.64
0,5,0,2,0,-4,2.729,-5.329,1.02,-7.918,3,0,1,3,0,3,0,0,6,0,1.39879,0.486217,1.475209,1.345726,0.300359,0.746994,0.363715,0.529749,5.453767,1.187346,1.367608,0.083855,2.712821,0.044539,0.14799,0.395922,0.371263,0.358939,0.702083,-1.714583,0,0,1,0.636
4,3,1,1,3,-4,1.562,-8.078,1.518,-5.248,0,0,0,0,0,1,0,1,0,1,1.408344,0.91431,1.409407,1.301082,0.958305,0.851372,0.554629,1.204002,5.168833,2.507503,0.54363,0,1.377376,0.016358,2.627393,1.450323,1.215395,3.846771,2.619261,-2.125,0,0,1,0.625
1,0,0,0,2,0,2.788,-2.076,1.914,-5.551,0,0,0,0,1,0,0,1,0,3,0.530642,0.600818,0.363036,0.508068,0.747045,0.401585,0.37824,0.637168,2.271967,1.650815,0.495071,2.163232,0.313272,0.732976,1.155607,4.62609,0.365363,2.670093,0.760553,-0.741667,0,0,1,0.625
0,1,0,1,0,-4,2.227,-5.624,2.279,-5.41,1,0,2,0,0,1,0,0,3,0,1.590703,1.211378,1.324761,1.526679,0.830391,0.851985,0.74772,1.417203,5.769869,2.895332,0.378057,1.326155,0.299767,0.703742,0.499228,1.088011,0.930434,0.385296,0.586607,-1.208333,0,0,1,0.625
0,3,0,2,0,0,0.02,-3.078,1.224,-2.645,0,0,1,0,0,0,0,0,1,0,0.422122,0.342078,0.185103,0.275753,0.281406,0.288225,0.205824,0.625416,1.239374,1.223104,1.970392,0,1.646468,1.306801,0,0.141141,0.316975,0,0,-1.363988,0,0,1,0.625
2,0,0,0,2,0,1.141,-4.372,1.054,-5.562,0,0,0,0,0,0,0,0,0,0,1.087898,0.69796,1.023448,0.954372,0.494961,0.656571,0.468964,0.775433,4.886885,1.968825,0.865294,1.631303,0.558577,0.553825,0.514967,0.126256,0.313593,0.836778,0.556845,-0.625801,0,0,2,0.625
0,0,0,0,0,0,1.208,-4.066,0.545,-10.132,0,1,0,0,1,0,0,1,0,1,0.631084,0.72081,0.739149,0.616166,0.443636,0.330272,0.478936,1.259975,2.742643,2.281743,3.35085,0.316073,0.824533,0.277977,0,0,0.601273,0.654806,0.130692,0,0,0,1,0.625
0,2,0,2,0,0,1.941,-2.61,1.654,-4.299,0,1,0,0,1,0,1,1,1,1,0.6516,0.252713,1.154974,0.386207,0.229628,0.408718,0.205619,0.35356,2.771432,0.871905,1.711121,0,2.145292,0.130635,0,0,0.095716,0.010065,0.270833,-0.1875,0,0,0,0.625
0,1,0,1,0,-2,0.813,-2.389,2.863,-0.659,0,0,0,0,0,1,0,0,1,0,0.214474,0.169695,0.146853,0.174633,0.150763,0.112871,0.121955,0.281881,0.744579,0.709337,0.278099,0.445719,0,0,0.619082,2.370258,0.42438,0,0.084524,-0.552083,0,0,0,0.625
1,1,0,2,3,-2,0.901,-3.407,0.381,-3.073,0,0,1,1,0,1,0,0,1,0,0.626065,0.28409,0.463646,0.497352,0.251467,0.339458,0.282007,0.294681,2.61893,0.693327,0.073588,0.204557,0,0.711406,0.390069,1.036308,1.585359,0.270179,0.317262,-0.929167,0,0,0,0.625
2,0,0,1,1,-4,3.213,-3.45,2.241,-5.156,0,0,0,0,0,0,0,0,0,0,1.400698,0.901364,0.699465,1.193667,0.86135,1.479827,0.666731,1.308073,4.024114,2.862381,0.894974,0.749258,1.163778,0.452917,0.768785,1.954429,0.410179,3.913138,1.164038,-0.753458,0,0,0,0.625
1,1,0,2,3,-6,2.329,-8.626,4.07,-2.522,0,1,1,0,0,0,0,0,1,0,1.158699,1.10676,1.138785,0.986053,0.641785,0.749622,0.461499,0.893316,5.317834,2.446194,1.353386,1.425923,3.172617,1.811587,0.738311,0.150833,0.661588,0,0.562084,-1.86116,0,0,2,0.625
1,0,1,0,0,0,0.582,-1.874,0.131,-3.23,0,1,0,0,0,0,0,1,0,0,0.425224,0.350033,0.446721,0.541728,0.240154,0.335504,0.33145,0.396581,2.174121,0.833086,0.142041,1.238799,0.282275,0.240216,0.07642,0.150595,0.157134,0.712707,0.833333,-0.410417,0,0,0,0.625
2,2,2,1,3,-2,3.526,-6.463,3.095,-6.302,0,0,0,0,1,1,1,0,2,1,1.1012,0.800235,1.067932,1.207016,0.653613,0.583174,0.444756,0.942454,4.160282,2.3975,0.844963,0.402169,1.626388,0.687597,0.659644,3.44233,0.049374,1.116517,2.369178,-0.614583,0,0,1,0.625
0,2,0,2,0,-4,0.57,-4.818,1.284,-3.734,1,0,1,0,0,0,0,0,2,0,1.005544,0.680082,0.915983,1.1325,0.398438,1.315704,0.461101,0.802241,4.555158,1.612526,0.382812,0.012052,0.521807,0.626027,0.182227,0.557478,1.122945,0,0.144923,-1.666667,0,0,2,0.625
0,0,0,0,0,0,0.796,-1.567,1.108,-2.068,0,0,0,0,0,0,0,0,0,0,0.465883,0.548496,0.423201,0.398367,0.424209,0.173639,0.354583,0.448338,1.551186,0.975017,0.024281,0.287227,0.292566,0.141845,0,0.264858,0.042868,0.37421,0,-0.0625,0,0,1,0.625
2,1,0,1,0,-4,2.45,-1.837,2.588,-1.133,1,1,1,2,1,1,0,0,1,1,0.482077,0.532696,0.446123,0.534827,0.332837,0.255704,0.383718,0.478526,2.508272,1.460746,0.410144,0.62804,0.278885,0.031683,3.913383,0,0,0.481278,1.354357,-0.752976,0,0,0,0.625
0,0,0,0,0,0,1.462,-1.118,0.762,-1.701,0,0,0,0,0,0,0,0,0,0,0.4535,0.473411,0.343512,0.473503,0.448495,0.161714,0.363547,0.542964,1.446729,1.219748,0.537723,0.356106,0.315433,0.302345,0.009786,0.205679,0.335559,0.852988,0.058469,-0.093183,0,0,0,0.625
1,3,1,3,2,-3,2.371,-7.042,2.118,-5.824,0,0,0,1,0,1,0,1,1,1,1.989315,0.963932,1.289942,1.590646,0.669037,1.974886,0.752678,1.1176,6.415983,2.309662,0.44456,0.339558,0.860745,0.513377,0.50491,3.983513,0.066997,1.178177,0.933333,-2.188301,0,0,2,0.625
1,1,1,1,3,-3,4.672,-3.681,1.972,-5.483,0,4,1,1,2,1,1,2,1,4,1.061336,0.649487,0.775465,0.929786,0.623825,0.655855,0.459737,0.805783,4.342575,2.241412,2.475826,0.240513,0.978061,0.937809,0.4708,1.356201,0.827006,0.549061,3.01689,-0.713095,0,0,1,0.625
0,1,0,1,0,-2,4.137,-5.665,5.618,-6.988,1,1,2,1,0,1,0,0,2,0,1.46417,0.70671,1.465851,0.825204,0.616553,0.813416,0.502839,0.803922,4.838448,2.473862,2.511138,2.378609,3.488054,0.571078,0.213647,1.198525,0.567673,0,1.162798,-2.124851,0,0,0,0.624
0,4,1,3,0,-9,3.207,-11.564,2.717,-6.517,1,0,0,2,0,1,0,1,2,1,2.099558,1.041422,2.409149,1.934623,0.771808,2.393221,0.760641,0.758147,7.180207,1.798993,1.238716,0.54998,1.400746,2.836502,0.155618,2.181405,0.735132,0.184087,0.225157,-4.834077,0,0,1,0.618
0,3,0,2,0,-2,2.951,-2.201,4.202,-4.073,0,0,0,0,0,1,0,1,1,1,1.477353,0.598018,1.344772,1.331447,0.513966,0.856877,0.461476,0.842774,4.671015,1.800681,1.332106,0.349406,0.664877,0.54331,0.077543,0.875228,0.326761,0.04487,0.193452,-2.835714,0,0,0,0.613
0,3,1,3,1,-6,2.163,-2.54,0.721,-1.319,0,2,0,2,2,2,2,0,2,3,0.278886,0.47925,0.189827,0.337748,0.352152,0.242982,0.209959,0.435643,1.766131,1.210583,0,0.309223,1.159889,0.347995,0.022353,1.055477,0.162105,0.071771,0.138799,-1.362202,0,0,0,0.604
0,3,0,2,0,-3,0.843,-5.038,1.462,-5.971,2,0,1,1,0,1,0,0,2,1,1.129846,0.886703,0.637402,0.816904,0.721331,0.488886,0.729234,0.967741,3.973153,2.079527,1.670245,0.537526,1.332396,0.434462,0.640339,1.338373,0.407969,0,0.341762,-2.210006,0,0,0,0.604
0,0,0,0,0,-1,0.017,-4.261,1.516,-3.745,0,1,0,0,0,0,0,0,0,1,0.585245,0.330427,0.548222,0.515376,0.141299,0.46274,0.262559,0.229278,2.489176,0.391423,0.880259,0.036022,0.071832,1.518101,0,0.98512,0.353057,0,0.120969,-0.510417,0,0,1,0.604
0,3,0,2,0,-4,2.597,-2.193,2.437,-3.819,1,2,1,1,1,2,1,0,1,1,0.67135,0.407881,0.565921,0.527156,0.363149,0.276225,0.299822,0.412237,2.259323,1.094899,0.302132,0,1.342469,0.217353,2.313962,0.921964,0.401134,0,0.470887,-1.418452,0,0,0,0.604
1,0,0,0,0,0,3.622,-3.399,3.693,-3.847,0,2,0,0,1,0,0,1,0,2,0.51576,0.709781,0.30446,0.498077,0.617728,0.20344,0.254354,1.057805,1.194764,1.863187,1.451782,2.436311,1.516668,0.448314,1.303485,2.233528,2.120565,0,0.41875,-0.0625,0,0,0,0.604
1,1,0,2,0,-6,1.962,-4.521,1.85,-3.411,2,1,2,2,0,2,0,0,2,0,1.30609,0.431628,1.179564,0.710315,0.48368,0.505126,0.303707,0.508991,3.448804,1.374824,2.15803,0,2.148627,0.228801,0.273901,0.973076,0.174977,0.107117,0.686458,-2.024702,0,0,0,0.604
1,1,0,1,0,-3,2.854,-4.901,1.005,-9.619,0,1,0,0,1,1,0,1,1,1,0.74936,0.631638,0.645195,0.806213,0.34044,0.535065,0.348708,0.736801,2.993466,1.192637,0.726728,0.633269,0.584165,1.097938,0,2.387516,1.65276,0,0.65604,-1.50997,0,0,1,0.604
1,1,0,1,0,-4,0.522,-2.478,0.413,-2.462,2,0,1,0,0,2,0,0,2,0,0.214848,0.197432,0.11703,0.196714,0.204907,0.061189,0.157045,0.279688,0.667987,0.765859,0.861381,0,0.719753,0,0.640339,1.133382,0.22156,0.915338,0.291667,-1.079167,0,0,0,0.604
2,4,1,4,3,-4,1.915,-7.094,4.828,-5.324,1,0,1,0,1,2,0,0,3,1,0.969671,0.430527,0.901653,0.942325,0.202278,1.239281,0.355985,0.336311,3.919565,0.664668,0.759168,1.229823,1.144182,0.990574,2.564388,4.219995,0.131909,0.331603,2.393155,-1.620849,0,0,1,0.604
0,0,0,1,0,0,0.089,-4.497,0.755,-2.422,0,0,1,1,0,1,0,0,1,1,0.724856,0.442555,0.404996,0.594361,0.239359,0.405938,0.261072,0.362764,2.708102,0.947342,0.318026,0.485503,0,0.683443,0.291091,0,0.108049,0,0.266369,-0.752976,0,0,2,0.604
0,1,0,1,0,-3,1.665,-1.73,1.634,-2.131,0,2,0,0,0,1,0,0,1,0,0.432812,0.594172,0.181716,0.389218,0.813904,0.202967,0.22992,0.470384,1.08257,1.303073,0.121583,1.485853,0,0.554244,1.048755,3.806973,0.031153,5.332919,1.05,-0.938442,0,0,0,0.604
1,1,0,1,2,0,4.931,-3.728,3.805,-4.453,0,0,0,0,0,1,0,0,1,0,1.242825,1.15292,0.799526,1.074873,1.238918,0.640963,0.65752,1.954191,5.207981,3.94947,0.371953,0.379418,2.370056,0.156123,1.873303,0.117916,0.333514,1.541458,0.839642,-1.450595,0,0,1,0.604
1,0,0,0,3,0,1.807,-6.625,0.833,-5.903,0,0,0,0,0,0,0,0,0,0,0.853918,0.52665,0.891763,0.634557,0.307306,0.926421,0.317002,0.400556,3.024609,1.205364,0.001015,0.51492,0.250288,0.362738,0.178109,2.462781,0.701514,0.00966,0.145833,-0.302083,0,0,0,0.604
1,1,1,1,2,-3,1.87,-4.598,0.519,-3.125,0,0,0,0,0,1,0,0,2,0,0.920601,0.407329,1.144117,0.867233,0.40333,0.495595,0.30604,0.589936,3.858531,1.242508,0.070769,0.145614,0.491146,0.391167,0.338784,2.117538,0.051259,0,0.95625,-1.125,0,0,1,0.604
2,2,1,3,3,-4,5.825,-7.263,4.79,-3.946,2,0,1,2,1,3,0,1,3,1,1.234742,1.075028,1.135076,1.306082,0.982528,0.759297,0.481676,1.276441,4.542786,3.027888,1.162924,0.246299,1.572346,0.265032,2.305614,3.06376,0.049481,1.516183,2.304652,-1.540246,0,0,0,0.604
0,0,0,0,0,-1,2.408,-1.285,1.419,-7.008,2,1,1,4,0,0,0,2,3,2,0.659296,0.396272,0.744974,0.694699,0.312618,0.367017,0.27753,0.487753,2.973581,1.232033,0.830516,1.083445,2.719484,2.0911,0,2.288111,0.915898,0.421944,0.229167,-0.74375,0,0,0,0.604
0,1,0,1,0,-2,1.163,-2.79,2.751,-2.061,0,0,0,0,1,1,0,0,1,1,0.483676,0.299672,0.502155,0.423289,0.230509,0.152872,0.147655,0.342252,1.477297,0.643884,0.069447,1.619907,0,0.876872,0.165215,1.314873,0.674451,0,0.041667,-0.98125,0,0,0,0.604
0,2,0,2,0,-2,0.806,-3.668,0.281,-1.973,0,0,0,0,0,0,0,0,0,0,1.173421,0.218999,0.866575,0.963708,0.16233,0.943609,0.176582,0.423029,2.529592,0.695803,0.438071,0,0.830745,0,0,1.369575,0.307713,0.303825,0.338011,-0.641865,0,0,0,0.604
0,1,0,1,0,-2,3.704,-2.049,4.213,-3.986,0,0,0,0,0,0,0,0,0,1,0.772468,0.648692,0.532382,0.822535,0.601524,0.681566,0.263575,1.234522,2.994578,2.29333,0.277848,1.402779,0.280386,0.485605,2.153641,1.882574,0.494854,2.388577,0.041667,-1.44375,0,0,1,0.604
0,3,0,3,0,-4,0.329,-2.756,0.015,-3.181,0,0,0,0,0,0,0,0,1,0,0.654793,0.359137,0.362998,0.553596,0.202154,0.829289,0.317171,0.274307,2.667867,0.738773,0.51885,0.31747,0.563016,0.418738,0.022353,0.142332,0.588851,0.809966,0.0625,-1.819249,0,0,0,0.604
1,1,0,1,1,-3,0.923,-8.546,0.494,-5.105,1,0,1,2,0,1,0,0,2,0,1.12024,0.761549,0.902951,0.949959,0.453635,0.630758,0.351053,0.743987,3.814885,1.7106,1.198025,0,1.285399,0.016358,1.187455,0.118897,0.345521,0.166457,0.552595,-0.25,0,0,0,0.604
2,4,1,2,0,-4,3.466,-2.404,3.535,-3.029,0,1,0,2,0,2,1,0,2,0,0.888606,0.830908,0.801135,0.8961,0.751313,0.342422,0.438659,1.446334,2.92631,3.570585,0.198854,0.675697,1.245214,0.548152,1.759035,1.441682,0.404148,0.345518,0.418709,-2.960421,0,0,0,0.604
1,1,1,1,0,-2,3.007,-5.256,5.232,-1.794,0,1,0,0,2,2,0,0,1,2,1.00918,0.628844,0.612339,0.810122,0.442658,0.522328,0.390077,0.46511,3.724383,1.399262,0.466005,1.066208,0.840869,0.76237,1.055758,0.31104,2.44103,0,0.833333,-0.84375,0,0,1,0.604
1,2,0,2,0,-3,2.458,-5.132,1.52,-7.279,1,1,1,1,0,1,0,1,1,1,0.927848,0.424912,0.886334,0.873757,0.272339,0.608981,0.23406,0.828152,3.86529,1.392842,0.065557,1.058823,0.884838,0.205666,0.610139,1.751024,1.026826,0.09642,0.258814,-1.875947,0,0,0,0.604
1,2,0,3,0,-13,3.39,-8.654,1.897,-6.973,2,0,2,0,0,3,1,0,3,0,2.099583,0.6176,1.7508,1.249462,0.406902,0.699116,0.541104,0.70695,4.634823,1.276213,3.890164,0,1.510403,0.118662,1.529546,1.647838,0.186559,0.134473,1.19755,-2.276428,0,0,1,0.604
1,0,1,1,3,-2,1.218,-5.884,2.378,-4.314,1,1,1,1,1,1,1,1,2,1,1.214415,0.495622,0.945572,0.865601,0.461228,0.50827,0.29361,0.674187,3.784489,1.337774,0.905837,0.160778,0.749379,1.369988,1.363426,3.029058,0.630297,0,2.055952,-0.175,0,0,0,0.604
0,3,0,3,2,-5,3.887,-5.652,1.622,-12.283,2,1,2,1,1,2,0,2,3,1,1.039752,1.079462,0.797048,0.925443,0.931989,0.404711,0.402742,1.602815,3.516009,2.901997,1.545256,2.847407,1.325716,0.635726,0.642142,0.396033,1.642429,0.773314,0.287058,-1.479167,0,0,1,0.604
1,4,1,4,3,-7,3.783,-8.288,3.571,-6.941,2,2,2,3,1,3,0,1,3,1,1.142179,1.056653,0.820245,1.326491,0.731046,1.338246,0.602533,0.984978,4.121114,1.958547,1.101571,0.72821,2.006404,1.275147,1.88527,4.297913,0.843843,0.343415,1.219923,-4.347907,0,0,0,0.604
3,1,2,1,5,-2,3.53,-3.948,4.605,-7.864,0,0,0,0,1,0,0,1,0,1,1.592203,1.087421,1.253132,1.41833,1.286125,0.748872,0.603504,0.961551,5.950896,2.767769,0.785496,0.676706,0.424491,1.271494,1.083385,1.281504,0.549971,0.736438,2.715309,-1.142766,0,0,0,0.604
0,3,1,3,4,-2,3.61,-5.183,2.384,-12.327,1,0,0,1,0,1,0,2,2,1,1.043121,1.012101,0.553516,0.722035,0.799293,0.335876,0.717706,1.212792,2.798011,2.727331,0.861948,1.136299,1.660785,0.372856,0,2.785135,0.504893,1.331004,0.613126,-0.104167,0,0,1,0.604
0,0,0,0,0,-1,2.226,-7.488,2.617,-6.848,0,0,0,0,0,0,0,0,0,0,1.353747,0.594394,1.59956,1.007192,0.638727,1.09069,0.385087,0.784522,4.650902,2.010533,0.037231,0.432172,0.914592,0.08122,0.178109,3.14252,1.596652,0,0.65,-0.385417,0,0,1,0.604
0,1,0,1,0,-6,0.025,-6.971,0.009,-4.487,0,0,0,0,0,0,0,0,0,0,1.612411,0.609098,1.235836,1.217102,0.414496,1.649283,0.546514,0.388521,4.705268,1.031421,0.546464,0,0.718778,0,0,1.663118,0.043454,0,0.127219,-1.083333,0,0,1,0.583
2,2,1,3,3,-9,3.402,-5.369,2.208,-8.89,2,3,2,1,1,1,0,0,2,1,1.07448,0.840968,0.914686,0.992844,0.437663,0.603117,0.697108,0.751261,3.836667,1.863498,0.529017,1.416675,1.459486,0.718866,0.76251,0.171319,0.706859,0.271711,2.009952,-1.531731,0,0,0,0.583
0,2,0,1,0,-6,4.867,-5.536,1.956,-7.085,0,0,0,0,0,0,0,0,0,1,2.052636,1.343922,1.569839,1.324469,0.915007,1.253765,0.913254,1.068758,6.256659,2.68853,2.160427,1.115513,1.608085,0.333312,0.124434,1.430068,0.746472,0.414175,0.920369,-0.291667,0,-2,0,0.583
2,3,1,1,2,-7,4.307,-5.395,1.205,-7.312,0,1,0,2,1,1,0,2,3,1,1.37704,1.225119,0.67063,0.84849,1.473824,0.595304,0.811675,1.918984,4.765361,3.806067,0.760404,0.974181,1.751828,0.725987,0.228845,1.452284,1.198878,0.942468,1.987431,-1.063442,0,0,3,0.583
1,2,0,2,0,-2,1.651,-5.967,4.173,-9.583,1,1,1,1,0,2,0,0,1,1,1.062994,0.648366,0.908229,0.997758,0.461917,0.549139,0.437014,0.699408,4.3648,1.814807,1.099391,0.139852,1.716935,0.788662,0.954239,0.864363,1.317991,0.906105,0.885119,-1.545208,0,0,1,0.583
0,0,0,0,0,0,1.165,-1.214,2.264,-2.283,0,0,0,0,0,0,0,0,0,0,0.530373,0.625655,0.491012,0.548948,0.373054,0.27897,0.344193,0.38575,2.223815,1.136325,0.757837,1.136891,0,0.932384,0.604308,1.791884,0.359756,0.00966,0.302083,-0.15625,0,0,0,0.583
1,1,0,1,0,-2,2.146,-1.246,0.647,-7.186,0,0,0,0,0,0,0,0,0,0,0.785101,0.698997,0.55308,0.715223,0.478494,0.21876,0.433724,0.44574,2.37188,1.519551,0.762963,0.506925,2.147815,1.593891,0,1.724794,0.094414,0,1.147024,-0.174107,0,0,0,0.583
2,1,0,1,1,-1,0.932,-6.141,0.472,-4.599,0,0,0,0,0,0,0,0,0,0,1.452628,1.002633,0.908936,1.220957,0.502769,1.091689,0.686372,1.073647,4.646166,1.905529,3.592925,0.445835,0.054813,0.413995,0,0.118897,0.518598,0,0.986508,-0.473327,0,0,0,0.583
0,1,0,1,0,-3,4.042,-1.972,2.301,-2.884,1,1,1,1,0,2,0,0,2,1,0.739027,0.639813,0.653911,0.745501,0.695753,0.359025,0.275544,0.636187,2.250262,1.598682,0.495803,0.742545,1.199294,0.216678,1.187455,0.007879,1.603521,0.33,0.272574,-0.364583,0,0,0,0.583
4,0,1,0,5,0,4.292,-1.973,3.706,-8.66,1,1,0,1,1,0,0,1,0,2,0.671969,1.034066,0.580808,0.663067,0.945096,0.484554,0.386595,1.780539,3.039304,2.738506,0.850879,0.11108,0.559572,1.995304,0.713782,1.535747,0.961541,2.010072,1.076885,-0.419886,0,0,1,0.583
0,2,0,2,0,-2,0.659,-7.529,0.478,-5.197,0,0,0,1,0,1,0,0,1,0,1.130455,0.382726,1.258396,0.811821,0.287437,0.885585,0.276376,0.373312,2.450655,0.73519,0.687765,0,1.116634,0,0,2.125272,0,0.207212,0,-1.104167,0,0,0,0.583
0,0,0,1,0,0,0.183,-2.958,1.205,-0.654,0,0,0,0,0,0,0,0,1,0,0.453901,0.316644,0.272612,0.286824,0.280795,0.151475,0.250308,0.365136,1.739137,0.874281,0.507513,0,0.133949,0,0.411986,2.307868,0.114211,0,0.055556,-0.135417,0,0,0,0.583
0,1,0,1,0,-3,0.2,-1.553,0.096,-0.094,0,0,0,0,0,1,0,0,1,0,0.012148,0.052251,0.00662,0.032497,0.047019,0.010705,0.020337,0.060142,0.072947,0.17686,0,0.050193,0,0.166207,0,0.649412,0,0.151293,0,-0.938442,0,0,0,0.583
2,1,0,1,0,0,4.324,-6.541,0.949,-7.034,0,0,0,1,0,1,0,0,1,0,1.110244,1.330818,0.866285,1.216125,1.233925,0.715521,0.704822,1.516463,4.587657,3.882791,0.497243,0.434831,0.439199,0.824961,0.190176,2.522182,1.153619,0.467388,1.126294,-0.834135,0,0,2,0.583
2,2,2,2,4,-7,0.284,-4.359,0.743,-7.472,1,1,1,1,0,1,0,0,1,0,1.719723,0.473032,1.611436,1.305876,0.379367,0.729965,0.28881,0.801785,4.266021,1.525236,1.247737,0.27194,1.627142,0.775575,1.04811,0.030565,0.04983,0.109519,3.423512,-0.729167,0,0,0,0.583
1,2,1,2,2,-3,4.898,-5.473,5.726,-4.451,1,1,0,0,1,1,1,1,2,2,0.59966,0.588615,0.438338,0.535852,0.459025,0.260189,0.333899,0.997813,2.44572,2.221696,0.423588,3.713974,0,2.509032,0.694025,2.77003,0.853468,1.258593,1.146305,-0.316667,0,0,0,0.583
3,3,2,3,2,-8,2.508,-6.759,3.209,-5.744,0,2,2,0,2,0,0,2,2,2,1.340237,0.824065,0.724697,0.907703,0.829936,0.649583,0.603829,1.196497,4.550122,1.710211,0.784682,0.240074,2.357425,1.930142,0.451218,1.468502,2.55476,0.149111,0.491567,-1.991667,0,0,0,0.583
0,1,0,0,0,0,1.7,-7.81,3.179,-8.586,1,0,0,0,0,0,0,0,1,0,1.467669,0.789917,1.635255,1.37409,0.5241,1.158495,0.699658,1.169673,5.937051,2.112713,1.501433,0.880572,1.752236,0.397866,0.395598,2.264395,0.414339,0.291887,0.680998,-0.580109,0,0,0,0.583
1,1,1,1,3,-2,1.091,-3.104,1.185,-2.623,0,0,0,0,0,1,0,0,1,0,0.409221,0.424497,0.175593,0.312459,0.561152,0.155677,0.224066,0.66308,1.063704,1.559037,0,0.036017,0.478111,0.488722,0.698566,1.520053,0.625957,0.11003,1.1875,-0.639583,0,0,0,0.583
0,2,0,2,0,0,1.841,-5.216,2.241,-3.895,0,0,0,0,0,2,0,1,2,0,1.153053,0.942983,1.053883,0.999901,0.816696,0.550035,0.621883,1.135656,4.619126,2.462289,0.362575,0.451731,0.485206,0.492041,0.802868,3.464479,0.155953,0.368783,0.889583,-1.336269,0,0,0,0.583
1,1,1,1,2,-3,4.029,-0.663,7.678,-6.717,0,1,0,0,1,0,0,1,0,1,1.294756,0.788304,0.788497,1.388037,0.666981,0.85476,0.442795,0.88427,3.787557,1.863295,0.519045,0,0.880353,3.418468,8.135741,2.212805,0,4.663419,0.34375,-0.310417,0,0,1,0.583
0,0,0,0,0,0,2.534,-1.585,5.101,-9.477,0,1,0,0,0,0,0,0,0,2,0.146334,0.321616,0.061065,0.150507,0.216765,0.067985,0.139087,0.511497,0.52398,0.945406,1.945516,1.995004,1.816511,1.614483,1.437434,1.974505,0.856373,1.213221,0.591468,0,0,0,0,0.583
0,1,0,1,0,-2,3.34,-4.414,2.449,-4.791,0,1,0,0,0,1,0,0,1,0,0.960428,1.327267,0.509193,0.722133,1.358263,0.310379,0.670842,1.406226,3.196768,3.34873,0.204094,1.452441,0.805532,1.870416,1.042157,1.645636,0.323759,0.202343,0.224675,-0.90625,2,0,1,0.583
1,2,0,1,0,-6,1.872,-7.658,3.907,-4.647,1,0,1,0,0,1,0,0,3,0,1.70011,0.918248,1.297849,1.186864,0.713847,0.90101,0.611338,1.149455,6.164961,2.602092,3.114316,0.012052,0.922109,0.206714,0.517485,0.00834,1.479636,0,1.124463,-1.925,0,0,0,0.583
0,0,0,0,0,-1,0,-1.543,0,-0.611,0,0,0,0,0,1,1,0,1,0,0.157811,0.105124,0.132758,0.131038,0.105637,0.088037,0.095812,0.219141,0.652353,0.359013,0.376334,0,0.054813,0.078836,0,0.0958,0,0,0,-0.044231,0,0,1,0.583
