score,tweet
0.306,@DefiantSagacity — Hermione in a sort of thank you before sliding his own plate away from him before frowning at Ron as he continued to —
0.303,Let's get drunk and tell each other things we're afraid to say when we're sober.
0.3,@chelseafc let them know it's the 
0.3,"@FatedDancer ~together.' Hermione  lowered her voice slightly, sounding somewhat  bitter, perhaps even  rueful. 'That would only get you~"
0.299,Band members wanted. Contact me #NewcastleGateshead #Sunderland #musicians #musicbusiness #musicislife #music #musically #band #blues #folk
0.292,Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is 
0.292,"#AskAMan but this does not sound like a #serious issue, cause siyahleka the whole time, just having fun"
0.292,"@cherrivarisco @audubonsociety Oh yes, males are colourful and the Females are dull, so that they can blend in to their environment."
0.292,My name is John Locke and you can't tell me what I can and can't do #lost #アニメ
0.292,ya boy gets mad tired of pine trees
0.292,i wonder how a guy can broke his penis while having sex? #serious
0.292,"@NianticLabs .... For example, catching a gloom would yield 6 oddish candies and catching a vileplume would yield 9."
0.292,@markoheight @Cassie_OB we sound like vampires saying we wanna sink our teeth into the TT lads and their talents 😂😂😂😂😂😂
0.292,i love the word fret so much and im in heaven
0.292,"Marcos Rojo Marcos Rojo running down the wing. Loved by the blues, feared by the reds"
0.292,Are you serious??
0.292,@rickygervais my first time in Slough so checked out the new station floor  #LifeOnTheRoad
0.292,@BillSwindell @DePauwU @dick_nixon I was having breakfast when I seen this?! I blew my cereal in the #sink!!
0.278,#PeopleLikeMeBecause of some unknown reason but I try to discourage it
0.275,Bill Clinton: 'Do not grow weary of doing good.' @ClintonGlobal #CGI2016
0.274,.@billradkeradio is not a fan of The Beat Happening. But that's not to discourage aspiring other Olympia musicians! #KUOWrecord
0.271,@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity
0.271,@TweeriaLee A stumbling block to the pessimist is a stepping stone to the optimist.
0.271,"@beIIrkes Es, I'm serious 23/8"
0.271,Do not be discouraged by a slowing sales market. This will test your business model and pinpoint #strengths and #weaknesses.' @Ken_Dunn
0.271,When you get lost in a neighborhood and have to use the gps on your phone to find your way out. #lost #GoogleMaps #blondmoment
0.271,@emorottie true sonicsatam was serious and a bit dark. Aosth is like super goofy and Looney toonie to a degree
0.271,TGIF! Hope everyone that needs to find #recovery can and that our friends stay #sober this weekend! @REBOSTreatment @BlvdCenters
0.271,@pxrfectpeach it's got her little pout
0.271,"@darryella it doesn't chip and it doesn't get dull. Nails gone be looking perfect the whole time, except they gone be grown out 😂"
0.271,it didn't impress me but it didn't depress me'
0.271,"“Do not fret if you are not cool! Humans who follow me, become instantly cool!” #Bot"
0.271,The #pessimist complains about the wind; the #optimist expects it to change; the realist adjusts the sails.' - William Arthur Ward\n#IGNITE
0.271,"@littlemore20 I had a nice Italian ice-cream whilst resting my tired paws. Honey flavoured, naturally! #FurryTails #lost #Venice."
0.271,I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny
0.271,How much time should I give to my friend who lost his laptop to mourn before I can ask him to give me his laptop charger and extra battery??
0.271,i can't take u #serious unless u use #emojis
0.271,"Back to forest drama -\nfrom my #Forest #music - series, 2016\n#nature #dark #art #photography #Finland"
0.271,"@makai_kishi_ Her eyes stayed glued to the monitor, not turning away for anything"
0.271,"“Optimism may sometimes be delusional, but pessimism is always delusional.” —Alan Cohen #believe"
0.271,"God's love spring.Of one dat sunk his whole estate for d paltry bribe,of a single apple–n yet proud of our ancestry?❤️🗿"
0.271,That house on #GrandDesigns isn't in a forest it's in a wibbly wobbly pine plantation
0.271,Beats is accurately all-powerful with respect to high-quality high-frequency speaker in re the extra desolate relating to fire-ea:…
0.271,gloomy weather puts me in the best mood
0.271,Dad asked if I was too hungover to function today. Little does he know I stayed sober last night so i could get shit faced tonight 😅
0.271,The American Idiot record turns twelve today it changed my preppy middle school heart into a desolate punk rock desert I am forever grateful
0.271,"tones - \n: 1/2 of my favourite chris pine stans. i love tones more than anything, mt sweet summer child i will attack anyone who hurts her"
0.271,"Amateurs sit and wait for inspiration, the rest of us just get up and go to work.' -- Stephen King #authors #serious #writingtip"
0.271,@hotelplanner I stayed at a hotel who  packed picnic lunches to take on the road!! #BetterTogether @Redlizzy1 @NewfieChic @Ladybug_Vic
0.27,@cburt43 turn that frown upside down
0.266,"@iJuvia_ \n\nHearing the noises, Akame opened her eyes and sat up, facing Juvia. She didn't expect at all to see someone around and staid --"
0.263,"@petercoffin So safe blues are ok. Are reds ok as well? Obviously, battleground states would not."
0.263,"Hello fellow #horror #creepy #dark #stange #story fans, how's your day? #followme and I'll #followback"
0.254,@DDandDeltaboys will be playing in the Bridge Bar @RameltonWhatsOn this sat (24th Sept) #blues #rhythmandblues #ramelton #donegal
0.25,"Oh goodness I'm loving this rainy  day. It's a head down, #creative cap on, &amp; get #lost in your #thoughts kind of day 💭 ☺️ #art #create #biz"
0.25,No one wants to win the wild card because you have to play the Cubs on the road. 
0.25,"#Jazz - the #blues is the roots, the rest is the fruits"
0.25,Well i did hear once before that girls are attracted to men that look like their dad!  👌 
0.25,"The labor of love is not cheap or inexpensive, it's the time spent earning it. #lackadaisical #dreamer"
0.25,BLUES with BOB HADDRELL &amp; Guests\nFri 23rd Sep 8:30pm - 11:00pm #blues #free #TunbridgeWells
0.25,@RashidAlMaktoum For #serious #intermediaries all required info about #project or #Owner will be mailed.
0.25,"9/30 Howland Cultural Center, #BeaconNy Vickie Raabin &amp; Chris Raabe #blues #soul 8pm  @LocalMotionWVKR @hiddencitiesnyc 845-831-4988"
0.25,#FF \n\n@The_Family_X \n\n#soul #blues &amp; #rock #band\n\n#music from the #heart\n\nWith soul &amp; #passion \n\nXx 🎶 xX
0.25,Mmmm #coffee and a good #book on a dreary day! Who can beat that?
0.25,"Sometimes I can't believe I've made it this far.169 days!! I threw out my demons n got #sober #clean, n started #recovery.#Sobriety is #2."
0.25,"All clouded out.\n\n Considering using a camera, 1) star trails 2) eyepiece projection."
0.24,"Learning to trust God can quiet a troubled &amp; restless heart, bring peace to a weary soul, &amp; eliminate the hopelessness that #addiction is!"
0.238,A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty. \n― Winston S. Churchill #quote
0.235,Alt-J - Hunger of the pine.
0.235,these grown ass lil boys yeah i can't take them serious.
0.229,"Be strong &amp; courageous. Do not be terrified or discouraged, for the LORD your God will be with you wherever you go."
0.229,Let the #MrRobot binge begin. #nerdshow #compelling #dark
0.229,Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober 😂
0.229,"#RiceFODays now I am Alex Butler's class on financial management. Starts off with a great, relevant class discussion: movies and sunk costs"
0.229,"There is no dark side in the moon. In fact, it's all dark.'\nGerry O'Driscoll at the end of 'The Dark side of the Moon'"
0.229,@BluesfestByron second artist announcement looking good #bluesfest2017  #Music #byronbay
0.229,now playing yung fav song ni chavs #sober 😂
0.229,"@BlurtAlerts 'the darkest of nights can be bright, the solemn of faces lights up with a smile'. -@Totemprince believe in me, as I do in you"
0.229,@kcbbcxo don't get discouraged! it's early on &amp; it can get overwhelming. keep reading &amp; use cue cards 😊 it'll get better!!
0.229,Damn gud #premiere #LethalWeapon...#funny and 
0.229,I can't mourn Kid Cudi cause we have Travis Scott...
0.216,"Be joyful in hope, patient in affliction, faithful in prayer. Romans 12:12"
0.214,Isaiah 40:31\nthose who trust in the Lord will find new strength.\nThey will soar high on wings like eagles.\nThey will run and not grow weary.
0.214,"@AMB4JC @drtonyevans It's our job, the job of people who r still sane,still ok in life, to help the lost to find themselves &amp; love eachother"
0.208,Unmatched Party Specialist /co @T3RevNeverEnd #serious #job #titles
0.208,"Honestly don't give af who wins out of us and pine, I'm just worried about getting drunk Saturday night😂"
0.208,I don't think Luca understands how serious I am about Fall....he has no idea what's in store for him 😂😂
0.208,I keep feeling the heaviness on my left hand and look down and I am in awe every single time 😍💍 #notusedtoit #imafiancée #wut
0.208,the rappers who stayed true to the game is rich.
0.208,@thetroche94 @ramiro_cedeno yeah if you want to become obese it is! 😅 I can afford it so I don't think it's that serious haha
0.208,@Hails_Berry8 @sajedhariri23 varsity pine riding
0.208,The difference between someone's selfies when they're happy vs. unhappy is absolutely amazing.
0.208,@KatelynKolsrud thanks mucho kate💕 #sober
0.208,@hyattd335 #Grateful for #novel #award #promo #RT - #Blessings DeWayne Hyatt #Hippie who loves to grind on the #blues #Florida
0.208,@CrucialBMXShop ohh silver lake came up a lot on there! Is that where you guys stayed?
0.208,"@Damn_It_Dillon @SamUndomiel of course! This is a happy hentai, not a sad or gloomy one"
0.208,@VaunWilmott @PrisonBreak @PBWritersRoom linc the sink
0.206,"@Lesdoggg take me with you!! JK. Have fun, relax, get a massage or two and chill. Don't eat the cucumbers, most places frown on that."
0.2,We stayed up all night long\nMade our drinks too strong\nFeeling ten feet tall\nRopes swinging into the water\nIn the middle of the night
0.196,why do i have such a thing for dark curly hAIR
0.188,Well i did hear once before that girls are attracted to men that look like their dad!  👌 #serious
0.188,"A tummy full of steak, wine, key lime pine and cuddles on tap. What a way to turn around a stressful Wednesday 💛"
0.188,Free live music in DC tonight!  #blues with #MoonshineSociety at @thehamiltondc in the Loft starting at 10:30pm @FreeinDCBlog @WTOPFreebies
0.188,@hannah_2401 hannah stop being mournful and chill 💁
0.188,Guys! Read my #fanfiction if you like #lost and #housemd I have one of each #tvshow -link in bio!
0.188,@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales 
0.188,Very long day. Thank goodness for Bake Off to brighten up a weary Wednesday ☺ #GBBO
0.188,"TONIGHT - Fulford Arms, York \nTOMORROW - Bank Top Tavern, Oldham\nNEXT SATURDAY- Big Hands, Manchester \n\n#livemusic #punk #blues #rockandroll"
0.188,"I'm so proud he understands this, he shows love, thought and compassion    and it's not done in a clouded way.."
0.188,blues bar
0.174,"@GOP she's ahead in the polls &amp; after Trumps dismal performance at upcoming debate, it will be an easy win for Hillary."
0.167,@urbaneprofessor roast them. Then risotto with sage and pine nuts
0.167,Happiness is always there. You just have to choose to see it. There's no point dwelling in the dark and ignoring the light of the stars.
0.167,Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed 🌹🍁🌓☯️ #theBeautyofBalance
0.167,also who has amazon prime that would like to help a girl out LOL #serious
0.167,I added Paul Walker on Xbox but he just spends all of his time on the dashboard.  #humor #funny
0.167,"Nice to see Balotelli back to his best, good player.. Just lost his way a bit!"
0.167,@KatieBurnett ha freshers blues would love to re do all again ... ha nice tshirt .. vote for Pedro
0.146,What do you get when you cross an #apple tree and a #pine tree? 🍎🌲\nNothing. You can't cross-pollinate #deciduous and #coniferous #trees.
0.146,"Please bear with me, I'm not Twitter savvy😝 in real life I'm a Facebook person. Help me gain followers 🤓 #blog #selfhelp "
0.146,@RiRiMathew even when we're fighting I'm laughing. I probably have serious ingrained issues😂🤗
0.146,"@SquidWasTaken Pfft- Yeye, i'm a sucker for bright yellow, red, pink, and blues when it comes to coloring or backgrounds haaa"
0.146,Never a dull moment when talking to Nell 😂😂😂😂😋
0.146,Never dull moment here
0.146,#picoftheday : How...why... Really... !!\n    #funny #picoftheday #lol #random #laugh #chair #of #despair #funnypics  #virgin #cafe #i...
0.132,@EBled2 Great to have you as our tournament chair and award was #serious
0.125,@DarbyHogle the red one would look super pretty with a bronzy glowy nude lip makeup look! 3rd black would be pretty with a dark lip! 😍
0.125,@PottzGaming hmu need players for lans next year. DM me. Need serious players. Im under org
0.125,"#FF @ElizaNealsRocks Love &amp; support, always!! Eliza Neals ROCKS!! #blues #music #friends 😎🎸"
0.104,@VivienLloyd Thank you so much! Just home - stunned but so happy. Don't think it has sunk in yet! Wow.
0.104,Just put the winter duvet on ☃️❄️🌬☔️ 
0.088,@SilkInSide @TommyJoeRatliff that's so pretty! I love the sky in the background and the purple highlights with the dull colors is great
0.083,@BluesfestByron second artist announcement looking good #bluesfest2017 #blues #Music #byronbay
0.083,"I can literally eat creamy pesto pasta topped with grilled chicken, sun dried tomatoes, asparagus and pine nuts every single day of my life"
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
